"","ONTOLOGY","ONT_DESCRIPTION","FDR","EA_VALUE","sample","GROUP","GROUP_1","GROUP_2","UP_DOWN","Disease"
"456","GO:0044341","biological_process",1.36730353572645e-06,3.06492209873584e-05,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"457","GO:0000716","biological_process",1.44803754542622e-06,3.20679981414181e-05,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"458","GO:0006432","biological_process",1.60451999253741e-06,3.51421208002784e-05,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"459","GO:0032300","cellular_component",1.72512962326454e-06,3.70467230208123e-05,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"460","GO:0005978","biological_process",1.83929326935672e-06,3.91033749065239e-05,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"461","GO:0008408","molecular_function",1.93790951863448e-06,4.04280384119009e-05,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"462","GO:0016798","molecular_function",1.93963307526523e-06,4.04280384119009e-05,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"463","GO:0015093","molecular_function",3.02116422623566e-06,6.11651623921829e-05,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"464","GO:0006541","biological_process",3.04962709951617e-06,6.11651623921829e-05,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"465","GO:0006289","biological_process",4.54488221057758e-06,8.86460511897976e-05,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"466","GO:0004134","molecular_function",5.07466880694807e-06,9.8079508032469e-05,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"467","GO:0008184","molecular_function",5.84961107152893e-06,0.00011203849673937,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"468","GO:0009360","cellular_component",7.83035125595521e-06,0.00014863684616215,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"469","GO:0016810","molecular_function",8.07555569681817e-06,0.00015193479125164,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"470","GO:0006814","biological_process",1.08096523304679e-05,0.00019811483495323,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"471","GO:0030145","molecular_function",1.16032022207113e-05,0.00021084109334386,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"472","GO:0008170","molecular_function",1.2787843339801e-05,0.00023039792322387,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"473","GO:0050660","molecular_function",1.49171209711252e-05,0.0002665025141564,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"474","GO:0016836","molecular_function",1.89904370792027e-05,0.00033644724358654,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"475","GO:0006435","biological_process",2.1912821559722e-05,0.00038501370773528,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"476","GO:0004826","molecular_function",2.57641892901228e-05,0.00044173118089355,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"477","GO:0017038","biological_process",2.66012887144562e-05,0.00045243471845547,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"478","GO:0043169","molecular_function",2.75476144657727e-05,0.0004648113361447,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"479","GO:0002161","molecular_function",2.89609412794656e-05,0.0004848107177964,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"480","GO:0008955","molecular_function",3.17321763376732e-05,0.00052705161635854,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"481","GO:0008661","molecular_function",3.26817017276548e-05,0.00053861471219375,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"482","GO:0009228","biological_process",3.64986338475815e-05,0.0005968930427689,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"483","GO:0006302","biological_process",3.85849423225615e-05,0.00062125327737187,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"484","GO:0009088","biological_process",3.91187758695954e-05,0.00062125327737187,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"485","GO:0009166","biological_process",3.90774966476659e-05,0.00062125327737187,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"486","GO:0006422","biological_process",4.67980418565883e-05,0.00071577436681371,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"487","GO:0051301","biological_process",5.02953097929471e-05,0.00076377020442718,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"488","GO:0009307","biological_process",5.18999701599743e-05,0.00078254848624188,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"489","GO:0004712","molecular_function",5.36137290405581e-05,0.0008026956897199,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"490","GO:0006537","biological_process",5.72304538024593e-05,0.0008391168605795,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"491","GO:0008094","molecular_function",5.99567107195664e-05,0.00087306826705341,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"492","GO:0003676","molecular_function",6.53852314929093e-05,0.00093925001455354,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"493","GO:0006430","biological_process",6.70820691101026e-05,0.00095715757669851,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"494","GO:0006508","biological_process",7.10300782287288e-05,0.00099815916077358,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"495","GO:0006420","biological_process",8.34291232882922e-05,0.00115490651331358,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"496","GO:0004177","molecular_function",9.58828412578328e-05,0.00131514142267195,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"497","GO:0016783","molecular_function",9.72377548402736e-05,0.00131673545726383,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"498","GO:0035596","molecular_function",0.00010554109239824,0.00142012887619407,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"499","GO:0004814","molecular_function",0.00010762338584235,0.00143903973774123,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"500","GO:0004176","molecular_function",0.00011142909647832,0.0014806141194557,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"501","GO:0022900","biological_process",0.00012128018136459,0.00156318851714672,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"502","GO:0055072","biological_process",0.0001266907697377,0.00161284177522369,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"503","GO:0008998","molecular_function",0.00013261449480839,0.00167820485692048,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"504","GO:0004527","molecular_function",0.00014056844201793,0.00175793239841246,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"505","GO:0016787","molecular_function",0.00014810125847653,0.00183060043907617,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"506","GO:0016149","molecular_function",0.0001585663615482,0.00193742577385913,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"507","GO:0006004","biological_process",0.00017752611186638,0.00214443473765876,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"508","GO:0006139","biological_process",0.00018739012710844,0.00225079892786753,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"509","GO:0009058","biological_process",0.00020957719712222,0.00248916827420027,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"510","GO:0008234","molecular_function",0.00022170728949744,0.00261860943039756,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"511","GO:0009007","molecular_function",0.00023327771920678,0.0027101007160307,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"512","GO:0008483","molecular_function",0.00027175233419973,0.00313992099189479,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"513","GO:0003746","molecular_function",0.00027496151969941,0.00315982805881595,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"514","GO:0015293","molecular_function",0.00027744154287745,0.00317118666751327,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"515","GO:0006260","biological_process",0.00028411732358557,0.00323012529381248,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"516","GO:0008237","molecular_function",0.00029854203356338,0.00332303855160084,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"517","GO:0008081","molecular_function",0.00032255026214045,0.00355306661818965,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"518","GO:0004088","molecular_function",0.00034518535412853,0.00376340545065259,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"519","GO:0042254","biological_process",0.00037694301053981,0.00408867775718181,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"520","GO:0051082","molecular_function",0.00037981321478786,0.00409889794232991,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"521","GO:0044205","biological_process",0.00045024291662643,0.00478608220373896,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"522","GO:0006281","biological_process",0.00047998684292371,0.00505174271314765,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"523","GO:0001510","biological_process",0.00049989882472123,0.00520495612273703,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"524","GO:0043023","molecular_function",0.00054010917557034,0.00554720824764521,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"525","GO:0030259","biological_process",0.00059584964580417,0.00606113084679265,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"526","GO:0004356","molecular_function",0.00067114558139125,0.00660581252795279,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"527","GO:0015658","molecular_function",0.00070785285586239,0.00663467290326488,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"528","GO:0003951","molecular_function",0.00071152653901429,0.00663467290326488,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"529","GO:0006007","biological_process",0.00069682119711955,0.00663467290326488,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"530","GO:0000746","biological_process",0.00070427402429185,0.00663467290326488,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"531","GO:0019288","biological_process",0.00077322076597974,0.00717846003699971,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"532","GO:0006006","biological_process",0.00081489999920503,0.00740374956542692,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"533","GO:0006520","biological_process",0.00082237357654713,0.00743985627123064,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"534","GO:0003844","molecular_function",0.00086249090416767,0.00773694372261808,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"535","GO:0019277","biological_process",0.00089424260710435,0.00798806631388177,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"536","GO:0009408","biological_process",0.00090459965235556,0.00804677347660222,"FECAL","fecal.Control.control_vs_fecal.CU.6.meses","control","CU.6.meses","DOWN","CU"
"537","GO:0005524","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"538","GO:0009339","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"539","GO:1990060","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"540","GO:1990154","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"541","GO:0009279","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"542","GO:0098567","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"543","GO:0016887","molecular_function",3.7292391397159e-13,3.64680332715376e-11,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"544","GO:0000155","molecular_function",6.24389429049188e-13,5.80057779586696e-11,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"545","GO:0003678","molecular_function",3.04704927955868e-10,2.69591312448573e-08,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"546","GO:0016757","molecular_function",3.39969608020851e-10,2.8711978713761e-08,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"547","GO:0003917","molecular_function",3.95767885130738e-09,3.19711621988222e-07,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"548","GO:0003964","molecular_function",4.16788625834386e-09,3.22663861166787e-07,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"549","GO:0006265","biological_process",4.78225858913106e-09,3.5541745834422e-07,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"550","GO:0005975","biological_process",2.88829675731961e-08,2.06402129811532e-06,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"551","GO:0005743","cellular_component",3.45215320773917e-08,2.3755928370294e-06,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"552","GO:0004129","molecular_function",1.60338057053622e-07,1.06395753573439e-05,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"553","GO:0016032","biological_process",2.06323224616334e-07,1.32189155633499e-05,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"554","GO:0042908","biological_process",2.25817094134939e-07,1.37732611054671e-05,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"555","GO:0006120","biological_process",2.29801450091216e-07,1.37732611054671e-05,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"556","GO:0022857","molecular_function",4.1459424715562e-07,2.33429124610649e-05,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"557","GO:0043846","cellular_component",4.14484130017989e-07,2.33429124610649e-05,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"558","GO:0003896","molecular_function",4.71420494974062e-07,2.57617435194649e-05,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"559","GO:0019068","biological_process",5.08410167521234e-07,2.69893168929844e-05,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"560","GO:0034335","molecular_function",6.76796518606082e-07,3.49302203213917e-05,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"561","GO:0071944","cellular_component",1.48062160565399e-06,7.34870341123394e-05,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"562","GO:0004065","molecular_function",1.50296409917594e-06,7.34870341123394e-05,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"563","GO:0009234","biological_process",1.58891102675085e-06,7.56973509667456e-05,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"564","GO:0005694","cellular_component",2.49053253220666e-06,0.00010761417313581,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"565","GO:0006261","biological_process",2.86734969945357e-06,0.00011942615619015,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"566","GO:0015562","molecular_function",2.89245265261417e-06,0.00011942615619015,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"567","GO:0052692","molecular_function",3.41833628847432e-06,0.00013807106139098,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"568","GO:0019867","cellular_component",3.54495495846763e-06,0.00014013885771984,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"569","GO:0005747","cellular_component",5.99778505427917e-06,0.00023216426314272,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"570","GO:0016052","biological_process",6.59965061799994e-06,0.0002488709286294,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"571","GO:0004553","molecular_function",6.69728010305182e-06,0.0002488709286294,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"572","GO:0008484","molecular_function",2.07294514538159e-05,0.00057879407865197,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"573","GO:0031419","molecular_function",2.06485246418975e-05,0.00057879407865197,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"574","GO:0097542","cellular_component",2.21175347601132e-05,0.00057879407865197,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"575","GO:0004386","molecular_function",1.75095639964873e-05,0.00057879407865197,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"576","GO:0044569","cellular_component",2.21175347601132e-05,0.00057879407865197,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"577","GO:0008270","molecular_function",1.61558074807111e-05,0.00057879407865197,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"578","GO:0042126","biological_process",2.31094059622849e-05,0.00059635105941563,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"579","GO:0070204","molecular_function",2.60156402762668e-05,0.00066215150182607,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"580","GO:0008152","biological_process",3.44878907634349e-05,0.00082151924408284,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"581","GO:0020002","cellular_component",3.52517855470857e-05,0.00082908629805677,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"582","GO:0019551","biological_process",3.64108649805184e-05,0.00084564233917253,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"583","GO:1990077","cellular_component",3.75050449132885e-05,0.00086030090677642,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"584","GO:0004854","molecular_function",4.26258719568029e-05,0.00096583987921633,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"585","GO:0006119","biological_process",4.33922242216722e-05,0.00097135846510683,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"586","GO:0009325","cellular_component",4.63607175167358e-05,0.00102545491840589,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"587","GO:0046872","molecular_function",4.79139901441439e-05,0.00104734345515082,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"588","GO:0051123","biological_process",5.562350351207e-05,0.00118791344282099,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"589","GO:0031237","cellular_component",6.61446289926815e-05,0.00122896720668402,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"590","GO:0042542","biological_process",8.04827173384037e-05,0.00148056325559163,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"591","GO:0045277","cellular_component",0.00012980161406139,0.00220741738579673,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"592","GO:0003887","molecular_function",0.00012876045851428,0.00220741738579673,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"593","GO:0009390","cellular_component",0.00013187477385545,0.00220741738579673,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"594","GO:0004523","molecular_function",0.00013672471456005,0.00226377733967613,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"595","GO:0032981","biological_process",0.00013767860031399,0.00226377733967613,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"596","GO:0070469","cellular_component",0.0001780376551107,0.00287869842956607,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"597","GO:0004824","molecular_function",0.00017817562938649,0.00287869842956607,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"598","GO:0065002","biological_process",0.00019519118889088,0.0030560010264378,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"599","GO:0005669","cellular_component",0.00019546015338878,0.0030560010264378,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"600","GO:0008705","molecular_function",0.0001957288063219,0.0030560010264378,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"601","GO:0004565","molecular_function",0.00022808068966029,0.00331073376085019,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"602","GO:0008408","molecular_function",0.00023634329190414,0.00340407625083637,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"603","GO:0006793","biological_process",0.00024932687468259,0.00356345640892514,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"604","GO:0004802","molecular_function",0.00026957411636363,0.00382342525346286,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"605","GO:0006430","biological_process",0.00028335186337402,0.00395840422668376,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"606","GO:0006065","biological_process",0.00030327730569801,0.00417399432582895,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"607","GO:0050418","molecular_function",0.0003483795490824,0.00446406346341448,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"608","GO:0044255","biological_process",0.00034672812664304,0.00446406346341448,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"609","GO:0005886","cellular_component",0.00036167509468088,0.00460268716381558,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"610","GO:0045596","biological_process",0.0003839036387665,0.00485233306685825,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"611","GO:0019031","cellular_component",0.00045724022787396,0.00505685918684423,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"612","GO:0030992","cellular_component",0.00045724022787396,0.00505685918684423,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"613","GO:0008955","molecular_function",0.00041546286553972,0.00505685918684423,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"614","GO:0008061","molecular_function",0.00040462403569685,0.00505685918684423,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"615","GO:0098009","cellular_component",0.00045724022787396,0.00505685918684423,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"616","GO:0008940","molecular_function",0.00040716530029372,0.00505685918684423,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"617","GO:0015159","molecular_function",0.00046873081232512,0.00515326538047385,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"618","GO:0009102","biological_process",0.00048457853205885,0.00529615830920795,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"619","GO:0015990","biological_process",0.00051050472340952,0.00554688757950229,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"620","GO:0019134","molecular_function",0.00055613072764271,0.00597277972231306,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"621","GO:0005879","cellular_component",0.00060774649523454,0.00627329437858764,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"622","GO:0015920","biological_process",0.0006384556892568,0.00655387110850351,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"623","GO:0030976","molecular_function",0.00073356679733493,0.0074074299426539,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"624","GO:0042558","biological_process",0.0007382460457459,0.0074143846107886,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"625","GO:0005847","cellular_component",0.0007789449459421,0.00746020468845584,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"626","GO:0008218","biological_process",0.00079754809829979,0.00759920188021034,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"627","GO:0009060","biological_process",0.00082044451216511,0.00777747910001424,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"628","GO:0000724","biological_process",0.0008721441739965,0.00806190982729106,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
