"","ONTOLOGY","ONT_DESCRIPTION","FDR","EA_VALUE","sample","GROUP","GROUP_1","GROUP_2","UP_DOWN","Disease"
"629","GO:0008422","molecular_function",0.00086861013756078,0.00806190982729106,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"630","GO:0070971","cellular_component",0.00097063767872573,0.00875458644209914,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","UP","CU"
"631","GO:0005524","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"632","GO:0004565","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"633","GO:0071555","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"634","GO:0009252","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"635","GO:0042121","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"636","GO:0005886","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"637","GO:0006261","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"638","GO:0016787","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"639","GO:0000155","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"640","GO:0051539","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"641","GO:0008658","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"642","GO:0005737","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"643","GO:0009381","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"644","GO:0009341","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"645","GO:1990077","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"646","GO:0051301","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"647","GO:0052692","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"648","GO:0046872","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"649","GO:0016052","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"650","GO:0006541","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"651","GO:0043565","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"652","GO:0000049","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"653","GO:0005975","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"654","GO:0005978","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"655","GO:0042910","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"656","GO:0009279","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"657","GO:0007049","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"658","GO:0015297","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"659","GO:0045493","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"660","GO:0030245","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"661","GO:0030246","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"662","GO:0000287","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"663","GO:0030983","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"664","GO:0009432","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"665","GO:0004553","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"666","GO:0030170","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"667","GO:0003678","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"668","GO:0008360","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"669","GO:0016887","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"670","GO:0006400","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"671","GO:0003887","molecular_function",1.11022302462516e-16,5.41233724504764e-15,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"672","GO:0005694","cellular_component",4.44089209850063e-16,2.07833750209829e-14,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"673","GO:0019829","molecular_function",4.44089209850063e-16,2.07833750209829e-14,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"674","GO:0005525","molecular_function",1.11022302462516e-15,5.09396446592719e-14,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"675","GO:0003684","molecular_function",1.33226762955019e-15,5.99520433297585e-14,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"676","GO:0003924","molecular_function",1.4432899320127e-15,6.37226120926363e-14,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"677","GO:0000272","biological_process",3.33066907387547e-15,1.4432899320127e-13,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"678","GO:0006265","biological_process",1.06581410364015e-14,4.30000862503095e-13,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"679","GO:0006935","biological_process",1.06581410364015e-14,4.30000862503095e-13,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"680","GO:0006298","biological_process",2.42028619368284e-14,9.59910117494551e-13,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"681","GO:0003917","molecular_function",2.91988655476416e-14,1.13875575635802e-12,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"682","GO:0009002","molecular_function",3.17523785042795e-14,1.21804206065597e-12,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"683","GO:0000150","molecular_function",5.06261699229071e-14,1.91072963902585e-12,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"684","GO:0006310","biological_process",5.7065463465733e-14,2.11957435729866e-12,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"685","GO:0008484","molecular_function",1.11799458579753e-13,4.02478050887112e-12,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"686","GO:0007165","biological_process",1.11799458579753e-13,4.02478050887112e-12,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"687","GO:0044780","biological_process",2.28039809258007e-13,8.08504778278389e-12,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"688","GO:0006269","biological_process",4.02455846426619e-13,1.40559206065416e-11,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"689","GO:0015093","molecular_function",2.12030393242912e-12,6.79659068751253e-11,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"690","GO:0009847","biological_process",4.18975965033042e-12,1.28877168677193e-10,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"691","GO:0016798","molecular_function",4.24082990946317e-12,1.28877168677193e-10,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"692","GO:0008408","molecular_function",6.8836047972809e-12,2.01345440320466e-10,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"693","GO:0009380","cellular_component",7.46636086290664e-12,2.15694869372859e-10,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"694","GO:0008270","molecular_function",1.11728404306177e-11,3.11243411995779e-10,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"695","GO:0044205","biological_process",2.01665351085012e-11,5.4871735062666e-10,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"696","GO:0008184","molecular_function",2.24937846127204e-11,6.05005241307653e-10,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"697","GO:0055085","biological_process",3.31331628800058e-11,8.81040922036517e-10,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"698","GO:0004563","molecular_function",5.31286126204122e-11,1.38134392813072e-09,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"699","GO:0046961","molecular_function",6.37536690106799e-11,1.63938006027463e-09,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"700","GO:0051536","molecular_function",8.24369461582819e-11,2.07421993559548e-09,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"701","GO:0030976","molecular_function",9.510436882465e-11,2.36749173457108e-09,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"702","GO:0009424","cellular_component",1.02182040606635e-10,2.51690500020555e-09,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"703","GO:0016114","biological_process",1.32729383039987e-10,3.2019253228203e-09,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"704","GO:0006289","biological_process",1.81366366369673e-10,4.33058466637791e-09,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"705","GO:0050660","molecular_function",2.42587727683485e-10,5.67655282779356e-09,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"706","GO:0008643","biological_process",3.53798101926373e-10,8.19690651987833e-09,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"707","GO:0009097","biological_process",8.70909566685896e-10,1.95954652504327e-08,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"708","GO:0008152","biological_process",8.95007623569199e-10,1.99458841823993e-08,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"709","GO:0055072","biological_process",2.93854185429154e-09,6.25107994458383e-08,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"710","GO:0006002","biological_process",5.53364343236495e-09,1.1459049231623e-07,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"711","GO:0071944","cellular_component",7.107974764331e-09,1.43385008177022e-07,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"712","GO:0006012","biological_process",8.16861445152028e-09,1.61987778106419e-07,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"713","GO:0009360","cellular_component",1.93621576549674e-08,3.6245959130099e-07,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"714","GO:0016836","molecular_function",2.01472123428914e-08,3.74162514939412e-07,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"715","GO:0002161","molecular_function",2.1010118755882e-08,3.87115573927274e-07,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"716","GO:0004176","molecular_function",2.13575311880376e-08,3.893781300491e-07,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"717","GO:0009099","biological_process",2.14657174257837e-08,3.893781300491e-07,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"718","GO:0004560","molecular_function",2.19310027915753e-08,3.94758050248356e-07,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"719","GO:0009435","biological_process",2.69418076737082e-08,4.77604772397555e-07,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"720","GO:0022900","biological_process",3.5086068161938e-08,6.08158514806926e-07,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"721","GO:0003896","molecular_function",3.9336830681691e-08,6.62217149605446e-07,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"722","GO:0009358","cellular_component",3.93160179967822e-08,6.62217149605446e-07,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"723","GO:0042777","biological_process",6.08111483391127e-08,1.00209920502482e-06,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"724","GO:0004712","molecular_function",6.26739092846051e-08,1.02557306102081e-06,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"725","GO:0008237","molecular_function",6.67923387709379e-08,1.08537550502774e-06,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"726","GO:0000160","biological_process",1.04662111977127e-07,1.66604994575835e-06,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"727","GO:0046677","biological_process",1.19925745445393e-07,1.88339761303503e-06,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"728","GO:0004177","molecular_function",1.68874125128227e-07,2.61698975364272e-06,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"729","GO:0003918","molecular_function",1.75221180231944e-07,2.68682827934065e-06,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"730","GO:0016149","molecular_function",1.75677233649196e-07,2.68682827934065e-06,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"731","GO:0008661","molecular_function",1.88408402101992e-07,2.86282896700429e-06,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"732","GO:0015970","biological_process",2.0510662634976e-07,3.09644842360283e-06,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"733","GO:0003872","molecular_function",2.31565433272962e-07,3.47348149909443e-06,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"734","GO:0009425","cellular_component",2.54144050026994e-07,3.78787947173991e-06,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"735","GO:0006396","biological_process",3.37577385378651e-07,4.96812001123298e-06,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"736","GO:0006526","biological_process",3.86391039719491e-07,5.58120390705932e-06,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"737","GO:0051082","molecular_function",4.18733308693575e-07,6.01126344995685e-06,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"738","GO:0006139","biological_process",4.26611376891373e-07,6.08701598735251e-06,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"739","GO:0009228","biological_process",6.49794756557576e-07,9.05071268062338e-06,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
"740","GO:0044208","biological_process",8.02909270625207e-07,1.0987179492766e-05,"FECAL","fecal.Control.control_vs_fecal.CU.debut","control","CU.debut","DOWN","CU"
